text,percent
"Ustedes viven en cuero, vuelven solos a su casa a cualquier hora, se visten como quieren, sacan el pito afuera para mear en cualquier lugar. Ninguna de nosotras los mata, no los violamos, no hacemos nada. No hay explicación en estos casos. Tibios de mierda",0.5
 Se siente muy bien hablar con alguien y sonreír viendo el telefono ,0
Estructura de un discurso de maduro:1) Estupidez preliminar2) Reafirmación a la MUD como única oposición que �ule hace daño al pais,0.35
"  Cara de degenerado, tiene",0.525
"Nojoda de pana, veo más gente fuera del país con pernil y hallacas que a uno que aún vive aquí. Que puta mierda de pana malnacido comunismo...",0.8
Me cansaron con:  ¿Qué vas a estudiar?  ¿Dónde lo vas hacer?  ¿ Te vas a vivir a tal lugar?  ¿Te va a salir?  ¿cómo te puede gustar esa carrera?  -Sos la única mina que le gusta la matemática.   DÉJAME SER LA CONCHA DE LA LORA. LAMENTO SER LA ÚNICA QUE AMA LA MATEMÁTICA ENTONCES.,0.55
 Que tetas hermosas,0.575
"John Bolton en tres frases: - ""Hay que asesinar a Muamar Gadafi"". - ""La decisión de derrocar a Saddam Hussein fue la correcta"". - ""Para detener la bomba iraní, bombardea a Irán"". ",0
"Ser escuálido es una verdadera desgracia: Alegrándose si queman o asesinan a una persona, si dañan bienes, si ocurre un desastre natural o grave accidente, si los productos escasean o son caros, si sabotean los servicios públicos, si amenazan, agreden o sancionan a su propio país ",0.375
"donde coñisimo la madre esta la contraloría y el seguimiento por mil vergaciones, maldita sea este pais de merda",0.8
Muchas felicidades a todos los Compositores en su día. En su trabajo se encuentra la magia de las letras y las melodías. Abrazos.,0
Nicolás no le garantiza nada a nadie. La única ruta para sacar a Venezuela adelante es la planteada desde nuestra…,0
"REPUDIO A ESTE DESGRACIADO , MALTRATADOR, GOLPEADOR , PSICOPATA.  SU BARBERIA ESTA EN LA CALLE ZUFRIATEGUI ENTRE CAMACUA Y SOLER. ITUZAINGO. ZONA OESTE.  SOY FAMILIAR DE LA VICTIMA . COMPARTAN .... TODAS JUNTAS PODEMOS PROTEGER A NUESTRAS NIÑAS , MUJERES....",0.3
 Fue violada por el hijo de puta de Juan Darthés,0.625
Sin comentario !!!! ,0
La moda ahora es mandar un mensaje por Instagram y eliminarlo o me parece a mi??,0
"Hoy me tome un taxi, el cuál me contó que esta mujer, gerente del ministerio de trabajo de Mar del Plata atropelló a sus hijas y mató a una de ellas. La mujer está libre, y jamás se disculpó por la tragedia que ocasionó. Le prometí difusión. ",0
Este  lo que es un mojonero ,0.875
"ESE VIDEO DEBEN PASARLO POR CADENA NACIONAL, NO SOLO POR SU CONTENIDO SI NO PARA DEMOSTRAR LOS EFECTOS DEVASTADORES DEL CONSUMO DE DROGAS. QUÉ BÁRBARO!!!!!",0
"maldito pero en tu casa seguro que habrá tremenda fiesta de navidad y dudo que pongas medio pernil en tu mesa, maldito chavista hijo de puta",0.725
"Pongamos a esa bruja como presidente y basta de pelotudos en el gobierno, no si saldremos adelante, pero por lo menos nos avisara cuando nos ira como el orto.",0.625
"Por eso mismo no etiqueto a nadie cuando subo algo, pa que ningun mmgvo me este reprochando las cosas. ",0.525
 Una Verga así enamora pero ese par de huevotes me ponen bien pendejo ,0.7
"por que hacen hilos de que x miembros podrían es gay? que chucha les importa si el weon se calienta con un pico o no, dejen de preocuparse tanto y asumir la orientación sexual de otras personas",0
"     �uTristemente latinoamericano”, que soberbia, �ubro” ...",0.4
�uSmart Energy” plataforma del segmento B2B facilita a las distribuidoras eléctricas identificar posibles hurtos de energía mediante algoritmos basados en redes neuronales. Entérate de más aquí ,0
" Y si tiene más será porño ,eso lo hace un guevon ",0.55
"#Envía tu comentario vía DM sobre: el acontecer político, social, deportivo, cultural, Ventas, Alquiler y más, Con Respeto!",0
"Sin juzgar aun rendimientos, pero basado en la jerarquía el TOP 5 de fichajes de nuestro fútbol es el siguiente:",0
 : A si el ex-presi.. IDIOTA ,0.825
"750.000 € en 3,5 años de la última legislatura socialista a las asociaciones feministas convocantes del �uRodea el Parlamento Andaluz” de hoy. Algunas se atreven a llevar el sufijo de partido político en su razón social.",0
Asi decia Sandan husein y no duraron ni una semana q la mojadines q la guardia pretorian de sadan y los turbantes negros q los espadachines de no se coño y a la final sadan lo capturaron lo enjuiciaron y a la horca fue a dar es o no es asi??' o sadan estaba en el mundial de rusia ,0.375
Definitivamente: la puntualidad es un idioma universal y yo soy analfabeta del tiempo.,0
  Cállate gafo que despidieron a tu mamá por andarte pasando materias de gratis. Y que hasta… ,1
 superó todos los límites de virginidad,0
"Tenemos puntuaciones y nos competimos entre nosotros, así que si, es normal y en parte es divertido por la competencia y que nos califican y etc... Pero basicamente se puntua cada local si hacen BIEN las cosas.",0
Anuncia Maduro la Gran Misión Transporte Venezuela...Bueno se reactiva,0
Tanto tonto tanto tinte que aparentan ser perfectos,0.45
 mongólico matate,0.8
"me queme como la mierda y ahora estoy llorando del ardor, la puta madre piel de mierda, sol de mierda, quemaduras de mierda",0.875
Hoy quería descansar un poco más de editar y estar 24/7 en frente de una computadora. Adivina quien recibió 700 mensajes.,0
 : El Mundo se fue a la mierda cuando mataron al perro por morder a la niña y no al hombre por violarla.,0.15
"Llevo un mes y 19 días:-Tengo algo a lo que puedo llamar tetas, creo.Su tamaño es: reducido.El dolor que me provoca es infernal",0
No hay alguien que me desespere más que la vieja de Confetti ,0
Fallecio dolores la pobre abuela que fue asaltada y desfigurada en su propia casa por 2 negr de mierda. Donde esta el colectivo de esas hijas de put y todos los forros diputados que no votan leyes duras? y los DDHH dónde están en algun Casino de juegos? tomando mate con mapuches? ,0.25
" cabal
es algo estúpido",0.5
"   Anda a sacarte las cascarrias del culo, pendejo",0.95
Si te sientes estúpido recuerda que 16.4 millones de gringos piensan que la leche de chocolate viene de vacas marrones ,0.2
"Ojalá, siempre tenga la vela prendida ese santo.. jajaja Jalabolas!",0.5
"Todos a apuntarlo en la agenda y en todos lados, hasta en la frente para no olvidarlo. ¡Qué felicidad! Nuestra Lili cumpliendo sus metas y materializando sueños o proyectos que ha dibujado en su mente desde hace tiempo  Muy orgullosos los lobitos de la reina ",0
"Al que hay que de dejar cesante es a este sipayo chupa ver.. malparido, engendro de la naturaleza Baby etchecopar. A vos ""baby "" tengo digo Súmate al uber de Dartes asi compartis celda y se sodomisan mutuamente. A vos y a todos aquellos como vos les decimos.. ",0.55
¡TOMA! A Capriles le dieron su dosis de rechazo por criticar que se pida a la AN que asuma el poder: �uLo mejor que puedes hacer es quitarte del camino” ,0.125
 ¡¡ par de guevones....y ahora que voy hacer con ustedes !!,0.525
Fan de las personas que te hacen olvidar tu teléfono,0
 Caballero oscuro rima con tonto del culo...?,0.375
"Lo bueno es que cuando me junto con amigos no hando con el celular, lo malo que después me lamento por no haber subido una historia",0
"Me cambié de carrera y sólo postulé a una, y sólo en una universidad lo que significa que si no quedo no podré estudiar este año. Soy pelotudo?",0
Soy un asco culiado,0.575
 Si guevon,0.625
Se acuerdan del anuncio de cerveza (Argentina) donde los vatos se metían a una cabina que estaba en el bar y le mentían a su parejas? O el de AXE que limpiaba evidencia de infidelidad? AHÍ NO SE QUEJARON.,0.2
"  "" salí negro de mierda"" jsjajaja no podés Mili",0.925
Operativo de patrullaje aéreo en Maracaibo arroja los primeros resultados: Combustible y efectivo incautados,0
"Y lo mejor es que no necesita atención médica para ser aplicado
",0
"Si un amigo tuyo hace deporte y te invita a verlo, vas y le echas porras. Si vende algo, le compras. Si necesita hablar, lo escuchas. Si la caga, lo regañas por pendejo. Amistad es mucho más que salir al pedo.",0.3
 Sos un desgraciado,0.75
Sentarse en un andén a hablar de la vida con una cerveza y buena compañía también es un plan chimba,0
"Ahre, explico lo que ha estado pasando fuera de mi casa.  Hace aproximadamente 9 o 10 de la mañana estaba todo cerrado por policias y no nos dejaban ir por la calle. Pronto nos dimos cuenta que a unas cuantas casas de la mia habian asesinado a 2 personas. Estoy en Sock.",0
Crees que las #marcas venderían más o menos si se tradujeran a nuestro idioma local?  ,0
Este pendejo quiere madrazos  ,0.5
"esta parte de mi vida, esta pequeña parte se llama felicidad ",0
Patético que quieran instalar a este mamarracho como candidato...,0.625
"n Argentina ya fallecieron diez personas por hantavirus, no tenemos  ministerio de Salud y el Presidente está de vacaciones hace veinte días",0
Que asco la empanada de cebolla ,0.45
"  Ojalá ese hijueputa no viniera más por acá, malparido ese.",1
 No se puede filtrar por idioma ,0
"�uCuando se realizan reuniones con terroristas a espaldas del país, cuando se celebran poleras con el senador Jaime Guzmán con un balazo en su frente, cuando se trata con tanta violencia el hecho del asesinato del senador Jaime Guzmán...”  ",0
¿Porque será que al ladrón le molesta que lo llamen ladrón?,0
Mojonero si le siguen vendiendo petróleo a los Gringos e importan Toyotas de USA comprados en Miami,0.725
"Este pendejo ha de creer que le va salir un fraude como en Puebla, donde reina una pareja de criminales huachiculeros. Al tiempo. #VotaMasFuerte a la chingada el prian.",0.375
 Ud es tan guevon que lo dejaría vivo para que vaya a la JEP por eso es el jefe de una mano de idiotas ineptos,0.625
 : Hoy en #Acábatelo es UN VIERNES DE BAILE DIFERENTE la muestra la ponen  Y  ¿como será la com…,0
"No sirve solamente felicitarnos por el Congreso Futuro. Tenemos que invertir más en ciencia. ¡Mantener el 0,4% del PIB nos condena al pasado! ",0
"Jajaja ... Que cagado , mi hija con mi ex ex ... Me encanta . ",0.5
  Un jalabolas a sueldo.,0.875
Imagen del otro tipo de bruja que visita mi tl. Aquí la vemos despertándose cualquier mañana.  ,0
"Emre tio es que no ne fio de ti un pelo desgraciado 

#novelaturca",0.375
No demuestro un carajo pero siento un montón.,0.4
 ay mariquita,0.75
Es un pendejo ...y mas los que lo consecuentan .... Pero querian un cambio .....!!!!! Salimos de guatemala para salir a guatepior ?????,0.375
 Uy sos una loca vos,0.45
"el típico comentario del resentido político el que sabe que su candidato es un fracaso ""no voto, soy apolítico, jamas he votado, no soy de ningún partido"", tu cuenta solo ataca a Bukele, así que si estas en la política desahogando tus penas en el candidato ganador, saludos mosca.",0.3
"Encima de regalada, corta.",0.875
"EN CURSO: El IVSS no garantiza el pago de pensión para mañana viernes PORQUE NO HAY EFECTIVO EN LOS BANCOS, no se ha enviado aún las remesas.  Ayer estaban pagando 1.000 Bs con billetes de a 5 Bs.  YA HACE FALTA EL NUEVO CONO MONETARIO. TENDRÁN QUE HACERLO MENSUAL!!",0.125
 Eres hombre o mujer :v es que por las uñas ja perdon si te ofendi,0.575
...qué tan malo puede ser dejar matemática de segundo previa hasta 6to,0
UNA PATADA EN LA TETA DUELE MENOS,0.625
Uno de los años más cabrones pero vaya que aprendí un chingo. ,0.3
Extraña coincidencia: Colombia y Brasil deciden armar a sus ciudadanos como respuesta a la inseguridad y a la aparente incapacidad de sus policías para combatirla ¿Comenzó a funcionar la llave Uribe-Bolsonaro siguiendo el camino armamentista de papá Trump?,0
"  Tay loco. Eso no es ser necio. 
Es ""tener otra opinión"" #TerraplanismoFacho",0.25
"  Tonto weon pa' grande jajajaja y la srta de Walton le sigue detrás , tonta pa' grande",0.9
"Que asco me dan las feminazis, no creo que ninguna mujer de bien se sienta representada por este movimiento que a mi parecer es estupido",0.55
"La fea, pero copada ",0.375
Y sin Lanata tampoco lo veo! Por favor! Es un mamarracho! ,0.45
" Ya veo, que por el pobre negro de Wassap, no te preocupas.",0.125
"  No conozco a ningún guevon de esos , hubiera postulado al tinterillo ",0.55
 Eres muy tonto. Besitos a tu llama moscas niño plastico,0.375
"Ayer los nuevos novicios colombianos IMC (Carlos Mario, Cristhian y Nelson) partieron hacia el Noviciado Latinoamericano Ntra. Sra. Guadalupe, en Argentina. ",0
Nos les pasa que le miran a su novio y no dan más de amor? Porque a mí me pasa cada vez que le veo ,0
Buenos días a todos menos a los hombres que van pidiendo perdón por ser hombres porque un malnacido de su género,0.55
"#QuintanaRoo  Entrega Carlos Joaquin 33 ambulancias a Sector Salud en Quintana Roo 
",0
 Joder y justo hoy me voy de viaje .  Soy un desgraciado ,0.525
"Cállate chachalaca del sistema muerto, cansas degenerado.. ",0.625
 Jajajaj vos sos un puto y me extrañas y eso lo sabes,0.65
Mira pedazo de ladrona tu crees que estas en Estados unidos?  Que sales a caminar con relojes caros y teléfono Buenos y no te roban ? Pues no estas en caracas en la desgracia que el marico de tu marido y tu convirtieron porque nunca han tenido plata patas en el suelo ,0.7
"Dónde esta todo el fandom latinoamericano? Siempre están para pelearse por ships y cosas estúpidas pero cuando pasa esto se les ve tranqui, ponganse las pilas boludes, esto no es joda",0.375
 Este pendejo no entiende que la vía ya está hecha y que pasa junto a la carretera y no entra a la reserva,0.5
Un dictador imbécil que convirtió a Nicaragua en una selva. Secuestran a quién le da su regalada gana y le inventan los delitos que se les da su regalada gana. Delitos que no existen en nuestra legislación. Delitos que ellos acaban de inventar. No existe la justicia en Nicaragua.,0.3
 Jajaja gafo.,0.375
Hoy estaba haciendo fila en la universidad y un muchacho intentó chantajearme con una caja de almendras para que lo dejara pasar primero JAJAJAJA,0.125
